arguments,description,descriptivename,hostname,name,path,pathcertificateissuer,pathcertificatesubject,pathmd5sum,pathsignaturedescription,pathsignatureverified,pid
\SystemRoot\System32\drivers\mshidkmdf.sys,,mshidkmdf,SS0003AHL,mshidkmdf,C:\Windows\System32\drivers\mshidkmdf.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3b3b159f6ffba9587407ef90776e80c6,The file is signed and the signature was verified.,true,0
system32\DRIVERS\bowser.sys,Implements the kernel datagram receiver for the computer browser browser service.,Browser Support Driver,SS0003AHL,bowser,C:\Windows\System32\drivers\bowser.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,240739777d2de814683c1bbb45edc12c,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\AcpiDev.sys,,ACPI Devices driver,SS0003AHL,AcpiDev,C:\Windows\System32\drivers\AcpiDev.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a235c0848c4ed097edcd2434c1aaac07,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\raspptp.sys,WAN Miniport (PPTP),WAN Miniport (PPTP),SS0003AHL,PptpMiniport,C:\Windows\System32\drivers\raspptp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3eea45a8d656491896cb455d438a96a4,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\xboxgip.sys,Xbox Game Input Protocol Driver,Xbox Game Input Protocol Driver,SS0003AHL,xboxgip,C:\Windows\System32\drivers\xboxgip.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,918335b00ff23d5f1ee6caa383137a3b,The file is signed and the signature was verified.,true,0
C:\Windows\system32\sppsvc.exe,Enables the download  installation and enforcement of digital licenses for Windows and Windows applications. If the service is disabled  the operating system and licensed applications may run in a notification mode. It is strongly recommended that you not disable the Software Protection service.,Software Protection,SS0003AHL,sppsvc,C:\Windows\System32\sppsvc.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,82b20d793d8ea024e5b68d418bd20797,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\usbuhci.sys,,Microsoft USB Universal Host Controller Miniport Driver,SS0003AHL,usbuhci,C:\Windows\System32\drivers\usbuhci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a94dbe86cddbd5808afc80cbf2e400fc,The file is signed and the signature was verified.,true,0
system32\drivers\modem.sys,,Modem,SS0003AHL,Modem,C:\Windows\System32\drivers\modem.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,fa532647a04dd913a32b9f0a832b0391,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vmstorfl.sys,,Microsoft Hyper-V Storage Accelerator,SS0003AHL,storflt,C:\Windows\System32\drivers\vmstorfl.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2fbcb5cac54f7ec1b6398392c460e63e,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\pcw.sys,,Performance Counters for Windows Driver,SS0003AHL,pcw,C:\Windows\System32\drivers\pcw.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,f378d98d239accaec6be8ea6aa01cd69,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\mlx4_bus.sys,,Mellanox ConnectX Bus Enumerator,SS0003AHL,mlx4_bus,C:\Windows\System32\drivers\mlx4_bus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6b0d013c352d3e156b95f5f85cf3c13a,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vhdmp.sys,,vhdmp,SS0003AHL,vhdmp,C:\Windows\System32\drivers\vhdmp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,0b4fb056f080655d1760a234b5450e2b,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network.,Hyper-V PowerShell Direct Service,SS0003AHL,vmicvmsession,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\iaStorAV.sys,,Intel(R) SATA RAID Controller Windows,SS0003AHL,iaStorAV,C:\Windows\System32\drivers\iaStorAV.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,542aa71fbc35691783d45462031c4c6e,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\CmBatt.sys,,Microsoft ACPI Control Method Battery Driver,SS0003AHL,CmBatt,C:\Windows\System32\drivers\CmBatt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,55fd0d8a52dd7c838888e51f4c739466,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\dmvsc.sys,,dmvsc,SS0003AHL,dmvsc,C:\Windows\System32\drivers\dmvsc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,99d4bcd69545c7dfd3f7008b82d9b1d4,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\i8042prt.sys,,i8042 Keyboard and PS/2 Mouse Port Driver,SS0003AHL,i8042prt,C:\Windows\System32\drivers\i8042prt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,899caadeba04705caddc98842f3e1e01,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vdrvroot.sys,,Microsoft Virtual Drive Enumerator,SS0003AHL,vdrvroot,C:\Windows\System32\drivers\vdrvroot.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,bd10b5eba5828dc539ddbf503df64baa,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalService,Automatically sets the system time zone.,Auto Time Zone Updater,SS0003AHL,tzautoupdate,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalService,Maintains date and time synchronization on all clients and servers in the network. If this service is stopped  date and time synchronization will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Windows Time,SS0003AHL,w32time,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,648
\SystemRoot\System32\drivers\bxvbda.sys,,QLogic Network Adapter VBD,SS0003AHL,b06bdrv,C:\Windows\System32\drivers\bxvbda.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,28bbe42ba185378df5639971db7a565c,The file is signed and the signature was verified.,true,0
C:\Windows\System32\SensorDataService.exe,Delivers data from a variety of sensors,Sensor Data Service,SS0003AHL,SensorDataService,C:\Windows\System32\SensorDataService.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,5ae6f45a5340fc30a164b8e07becef67,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,Transfers files in the background using idle network bandwidth. If the service is disabled  then any applications that depend on BITS  such as Windows Update or MSN Explorer  will be unable to automatically download programs and other information.,Background Intelligent Transfer Service,SS0003AHL,BITS,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine.,Hyper-V Guest Service Interface,SS0003AHL,vmicguestinterface,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\rasl2tp.sys,WAN Miniport (L2TP),WAN Miniport (L2TP),SS0003AHL,Rasl2tp,C:\Windows\System32\drivers\rasl2tp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,073ebe13e6966bcbaab10eddf0403eee,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled  local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.,Microsoft Passport Container,SS0003AHL,NgcCtnrSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Determines and verifies the identity of an application. Disabling this service will prevent AppLocker from being enforced.,Application Identity,SS0003AHL,AppIDSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\bxois.sys,,QLogic Offload iSCSI Driver,SS0003AHL,bxois,C:\Windows\System32\drivers\bxois.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,8a8e7c2d7d1fd05d1117dd6b78e9ce9c,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled  these tasks will not be run at their scheduled times. If this service is disabled  any services that explicitly depend on it will fail to start.,Task Scheduler,SS0003AHL,Schedule,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,772
\SystemRoot\System32\drivers\buttonconverter.sys,,Service for Portable Device Control devices,SS0003AHL,buttonconverter,C:\Windows\System32\drivers\buttonconverter.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e6e575e59768606d4d88202776540e5e,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\amdk8.sys,,AMD K8 Processor Driver,SS0003AHL,AmdK8,C:\Windows\System32\drivers\amdk8.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,33ea1c90e0cad7e3d5a5ed2ff8fb2fec,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\USBSTOR.SYS,,USB Mass Storage Driver,SS0003AHL,USBSTOR,C:\Windows\System32\drivers\USBSTOR.SYS,Microsoft Windows Production PCA 2011,Microsoft Windows,44bdb657bd27de4e7b5fe71874acf919,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k Camera,Enables multiple clients to access video frames from camera devices.,Windows Camera Frame Server,SS0003AHL,FrameServer,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\pvpanic.sys,,QEMU PVPanic Service,SS0003AHL,PVPanic,C:\Windows\System32\drivers\pvpanic.sys,Symantec Class 3 SHA256 Code Signing CA,Google Inc,427ab0c6d7ab1a49d590ef70d176126f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\storvsc.sys,,storvsc,SS0003AHL,storvsc,C:\Windows\System32\drivers\storvsc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,4b77140f7af64d013dd8b4cf66adf527,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vms3cap.sys,,s3cap,SS0003AHL,s3cap,C:\Windows\System32\drivers\vms3cap.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3760c45beb57502f676a607901944be9,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\errdev.sys,,Microsoft Hardware Error Device Driver,SS0003AHL,ErrDev,C:\Windows\System32\drivers\errdev.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,278777a14de8fc89329c3d639771f956,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\WindowsTrustedRT.sys,,Windows Trusted Execution Environment Class Extension,SS0003AHL,WindowsTrustedRT,C:\Windows\System32\drivers\WindowsTrustedRT.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2ab5e56d3ea726e5474bc7301a415b15,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\arcsas.sys,,Adaptec SAS/SATA-II RAID Storport's Miniport Driver,SS0003AHL,arcsas,C:\Windows\System32\drivers\arcsas.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,40cc6f5c57422f9a4604a5a3f8209a7a,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\qlfcoei.sys,,QLogic [FCoE] STOR Miniport Inbox Driver (wx64),SS0003AHL,qlfcoei,C:\Windows\System32\drivers\qlfcoei.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,0f265abf869dc89af0e1ae8564a8b63c,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Enables the detection  download  and installation of updates for Windows and other programs. If this service is disabled  users of this computer will not be able to use Windows Update or its automatic updating feature  and programs will not be able to use the Windows Update Agent (WUA) API.,Windows Update,SS0003AHL,wuauserv,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k smphost,Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled  Storage Spaces cannot be managed.,Microsoft Storage Spaces SMP,SS0003AHL,smphost,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k wsappx,Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using Windows Store will not behave correctly.,Client License Service (ClipSVC),SS0003AHL,ClipSVC,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\UcmUcsi.sys,,USB Connector Manager UCSI Client,SS0003AHL,UcmUcsi,C:\Windows\System32\drivers\UcmUcsi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,00d41774af20eed0d74032150b2134ae,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k defragsvc,Helps the computer run more efficiently by optimizing files on storage drives.,Optimize drives,SS0003AHL,defragsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
