arguments,description,descriptivename,hostname,md5,name,path,pathcertificateissuer,pathcertificatesubject,pathsignaturedescription,pathsignatureexists,pathsignatureverified,servicedll,type
System32\DRIVERS\RDPCDD.sys,RDPDD Chained DD,RDPCDD,SN0002LNO,5731cd0967ff25a34cea86c101cb252d,RDPCDD,C:\Windows\System32\drivers\RDPCDD.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\lsi_fc.sys,,LSI_FC,SN0002LNO,a78fb69dafdb2f555e6b40e638a81b34,LSI_FC,C:\Windows\System32\drivers\lsi_fc.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\MTConfig.sys,,Microsoft Input Configuration Driver,SN0002LNO,a502af269e16cde87f036a5f3caf90dd,MTConfig,C:\Windows\System32\drivers\MTConfig.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
System32\DRIVERS\srv2.sys,Enables connectivity from Windows Vista and later clients,Server SMB 2.xxx Driver,SN0002LNO,0e8c115869bb503e1972d29650f001ca,srv2,C:\Windows\System32\drivers\srv2.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
system32\drivers\aswSnx.sys,,aswSnx,SN0002LNO,395abddb8542bc2cc4b24e8122be308d,aswSnx,C:\Windows\System32\drivers\aswSnx.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\system32\UI0Detect.exe,Enables user notification of user input for interactive services  which enables access to dialogs created by interactive services when they appear. If this service is stopped  notifications of new interactive service dialogs will no longer function and there might not be access to interactive service dialogs. If this service is disabled  both notifications of and access to new interactive service dialogs will no longer function.,Interactive Services Detection,SN0002LNO,75f163f3460ba8c9fd5c157da5801e40,UI0Detect,C:\Windows\System32\UI0Detect.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
\SystemRoot\system32\drivers\usbprint.sys,,Microsoft USB PRINTER Class,SN0002LNO,4b400c3319987207066fc85b79ee3e6d,usbprint,C:\Windows\System32\drivers\usbprint.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\mrxsmb10.sys,Implements the SMB 1.x (CIFS) protocol. This protocol provides connectivity to network resources on pre-Windows Vista servers,SMB 1.x MiniRedirector,SN0002LNO,a71bfc3740dcdd38245e043c6884f5e8,mrxsmb10,C:\Windows\System32\drivers\mrxsmb10.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,This service manages events and event logs. It supports logging events  querying events  subscribing to events  archiving event logs  and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.,Windows Event Log,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,eventlog,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
system32\DRIVERS\hidusb.sys,,Microsoft HID Class Driver,SN0002LNO,0898bdc03b8439e33fa9458eb070be26,HidUsb,C:\Windows\System32\drivers\hidusb.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\MSKSSRV.sys,,Microsoft Streaming Service Proxy,SN0002LNO,9a8811e7852eec9935385e07539911fa,MSKSSRV,C:\Windows\System32\drivers\mskssrv.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\VBoxSF.sys,,VirtualBox Shared Folders,SN0002LNO,190ed8e7acc00f0a93f0cbad5e4daa9a,VBoxSF,C:\Windows\System32\drivers\VBoxSF.sys,VeriSign Class 3 Code Signing 2010 CA,Oracle Corporation,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\system32\drivers\mpio.sys,,mpio,SN0002LNO,345aa2b60cf8b41385c5d4bdbdfaecd5,mpio,C:\Windows\System32\drivers\mpio.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\vhdmp.sys,,vhdmp,SN0002LNO,6bd9c759bb29a757c20048e79e43758d,vhdmp,C:\Windows\System32\drivers\vhdmp.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\blbdrive.sys,,blbdrive,SN0002LNO,e53869bb98ccdda6fa50d823f74f4b6b,blbdrive,C:\Windows\System32\drivers\blbdrive.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\adp94xx.sys,,adp94xx,SN0002LNO,515028fd8deb5239793611b84978b9a0,adp94xx,C:\Windows\System32\drivers\adp94xx.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,Discovers networked devices and services that use the SSDP discovery protocol  such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped  SSDP-based devices will not be discovered. If this service is disabled  any services that explicitly depend on it will fail to start.,SSDP Discovery,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,SSDPSRV,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\ssdpsrv.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\viaide.sys,,viaide,SN0002LNO,1b2fe80115e95ebb108f8a2609c443fe,viaide,C:\Windows\System32\drivers\viaide.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k netsvcs,Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders  RD themes  and RD certificates.,Remote Desktop Configuration,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,SessionEnv,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\SessEnv.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k rpcss,The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests  object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled  programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running,Remote Procedure Call (RPC),SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,RpcSs,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\rpcss.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\ehome\ehsched.exe,Starts and stops recording of TV programs within Windows Media Center,Windows Media Center Scheduler Service,SN0002LNO,3772aaf0e45bed8ef1b397fcf3907826,ehSched,C:\Windows\ehome\ehsched.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
system32\DRIVERS\mouclass.sys,,Mouse Class Driver,SN0002LNO,84cb9f920c86f9b8dea29f20187a0168,mouclass,C:\Windows\System32\drivers\mouclass.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\rdpencdd.sys,RDP Encoder Mirror Driver,RDP Encoder Mirror Driver,SN0002LNO,d72c5211901b811d4664d82fca75c7dc,RDPENCDD,C:\Windows\System32\drivers\RDPENCDD.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\VBoxMouse.sys,,VirtualBox Guest Mouse Service,SN0002LNO,799489b98eb0ac51e3ef85e64a841e7b,VBoxMouse,C:\Windows\System32\drivers\VBoxMouse.sys,VeriSign Class 3 Code Signing 2010 CA,Oracle Corporation,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k netsvcs,Offers routing services to businesses in local area and wide area network environments.,Routing and Remote Access,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,RemoteAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\mprdim.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k LocalService,WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition  WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.,WinHTTP Web Proxy Auto-Discovery Service,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,WinHttpAutoProxySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\winhttp.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\lsass.exe,The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.,CNG Key Isolation,SN0002LNO,59ce551aa5789c1df7a97ace4e2e9980,KeyIso,C:\Windows\System32\lsass.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\acpipmi.sys,,ACPI Power Meter Driver,SN0002LNO,4372a6a44b753f3719072458c3796f24,AcpiPmi,C:\Windows\System32\drivers\acpipmi.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\DRIVERS\compbatt.sys,,Microsoft Composite Battery Driver,SN0002LNO,db018fdb5bc2e32b48ffa1afc7907d72,Compbatt,C:\Windows\System32\drivers\compbatt.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k LocalService,Creates a Network Map  consisting of PC and device topology (connectivity) information  and metadata describing each PC and device.  If this service is disabled  the Network Map will not function properly.,Link-Layer Topology Discovery Mapper,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,lltdsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\lltdsvc.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\drmkaud.sys,,Microsoft Trusted Audio Drivers,SN0002LNO,75b87633b7cabf65a0a3787c0e22f4d2,drmkaud,C:\Windows\System32\drivers\drmkaud.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\vwifibus.sys,Implements bus functionality for Virtual WiFi,Virtual WiFi Bus Driver,SN0002LNO,8a9183f4ebd7fa49740d4e06732a7bd2,vwifibus,C:\Windows\System32\drivers\vwifibus.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,Manages objects in the Network and Dial-Up Connections folder  in which you can view both local area network and remote connections.,Network Connections,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,Netman,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\netman.dll,SERVICE_WIN32_SHARE_PROCESS
System32\drivers\rdvgkmd.sys,,VGPU,SN0002LNO,bf3a163a673ee78d70437802324dd796,VGPU,C:\Windows\System32\drivers\rdvgkmd.sys,,,,,,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k LocalService,,svchost.exe,,6301624d45e0d940f9d65606f936edc2,winhttp,C:\Windows\System32\svchost.exe,,,,true,true,C:\Users\ang.rivera100\AppData\Local\Microsoft\WindowsApps\winhttp.dll,user mode service
system32\drivers\csc.sys,Allows network files to be used while the local computer is offline.,Offline Files Driver,SN0002LNO,98c7f1384a867056945df5733e3a4639,CSC,C:\Windows\System32\drivers\csc.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k DcomLaunch,Manages power policy and power policy notification delivery.,Power,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,Power,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\umpo.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k netsvcs,This service provides support for viewing  sending and deletion of system-level problem reports for the Problem Reports and Solutions control panel.,Problem Reports and Solutions Control Panel Support,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,wercplsupport,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\wercplsupport.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k netsvcs,Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped  this computer will not be able to login or access iSCSI targets. If this service is disabled  any services that explicitly depend on it will fail to start.,Microsoft iSCSI Initiator Service,SN0002LNO,f30f7fd5765cbe25854fbd8f51b4566b,MSiSCSI,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\iscsiexe.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Program Files\Windows Media Player\wmpnetwk.exe,Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play,Windows Media Player Network Sharing Service,SN0002LNO,87980076691c5d689e34bf3f79ffa54e,WMPNetworkSvc,C:\Program Files\Windows Media Player\wmpnetwk.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,Microsoft .NET Framework NGEN,Microsoft .NET Framework NGEN v4.0.30319_X86,SN0002LNO,c4e1a9d102cf41f12a70cade25d100c3,clr_optimization_v4.0.30319_32,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,Microsoft Code Signing PCA,Microsoft Corporation,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
\SystemRoot\system32\drivers\BrFiltUp.sys,,Brother USB Mass-Storage Upper Filter Driver,SN0002LNO,ad846e65e2f731635505ba0dc40afb50,BrFiltUp,C:\Windows\System32\drivers\BrFiltUp.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
